Id,cnpj,nome_razao_social,nome_fantasia,logradouro,numero,complemento,cep,bairro,municipio,uf,email,telefone
446,05199105000135,IVAN CARLOS KICH & CIA LTDA,KICH TRANSPORTES,RUA BRUNO DALMINA,80,,89900000,SAO GOTARDO,SãO MIGUEL DO OESTE,SC,financeiro@kichtransportes.com.br,4936740135
447,01431917000103,POSTO ROCHA POMBO LTDA,NULL,AV MAUA,2641,********,87050020,ZONA 03,MARINGA,PR,,NULL
448,12403934000153,AUTO POSTO ITALIA LTDA,POSTO ITALIA,AVENIDA JOAQUIM DUARTE MOLEIRINHO,2930,,87060350,RECANTO DOS MAGNATAS,MARINGá,PR,sulbrasil.edson@gmail.com,4432235351
449,80979107000162,CESCA & CIA LTDA,POSTO SERRANO,RODOVIA BR 116,S/N,KM 185 TREVO BR 470,89533000,MONTE ALEGRE,SãO CRISTóVãO DO SUL,SC,,NULL
450,82732322000190,COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES CESCA LTDA,,RODOVIA BR 116 KM 166,S/N,,89535000,CENTRO,PONTE ALTA DO NORTE,SC,,NULL
451,7536270700014,POSTO DE SERVICO CORUJAO LTDA (GRUPO SERRANO CESCA),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
452,33403482000180,AUTO POSTO DOURADINA DO PARANA LTDA,,AVENIDA BRASIL,627,,87485000,CENTRO,DOURADINA,PR,,4436631377
453,18137765000133,TRANSPORTES FOLLETTO LTDA,TRANSPORTES FOLLETTO,RODOVIA BR 282,SN,SALA 03,89874000,INDUSTRIAL,MARAVILHA,SC,transportesfolletto@hotmail.com,4936641697
454,18640393000163,AUTO POSTO PREMIUM LTDA.,AUTO POSTO PREMIUM,AVENIDA AMAZONAS,6781,,76824461,CUNIA,PORTO VELHO,RO,,69984822924
455,22480191000179,AUTO POSTO BAZZO & ZACTITI LTDA,AUTO POSTO BERRANTAO,AVENIDA C-12,955,,14781449,CRISTIANO DE CARVALHO,BARRETOS,SP,postoberrantao3@terra.com.br,1733215511
456,10656087000103,MADRIGAL COM. DE COMBUSTIVEIS LTDA,POSTO MADRIGAL,AVENIDA PREFEITO JOAO DE SOUZA LIMA,25,QUADRA63 LOTE 1-A,77807160,SAO JOAO,ARAGUAINA,TO,postomadrigal@hotmail.com,6334153650
457,29155970000148,OFIR COMERCIO DE COMBUSTIVEIS LTDA,POSTO OFIR,AVENIDA CONEGO JOAO LIMA,1208,SALA 03,77823065,VILA ROSARIO,ARAGUAíNA,TO,sociconta@hotmail.com,6334141477
458,21301662000171,POSTO CRISTAL COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA,POSTO CRISTAL II,RUA DOS PINHEIROS ESQUINA COM AVENIDA BRASIL,S/N,LOTE 10 QUADRA38,77827250,LOTEAMENTO ARAGUAINA SUL,ARAGUAíNA,TO,autopostocristal2@gmail.com,63999835310
459,02481371000168,ATLANTICA PETROLEO LTDA,POSTO ATLANTICA,RODOVIA BR 101,S/N,: KM 78 - SUL;,58304500,VARZEA NOVA,SANTA RITA,PB,alexandrino@alexandrinofreitas.com,8332460802
460,21530111000180,RUBAIYAT COMERCIO DE COMBUSTIVEIS LTDA,RUBAIYAT COMERCIO DE COMBUSTIVEIS,AVENIDA FILADELFIA,4294,QUADRA: 207; LOTE: 01;,77813410,JARDIM FILADELFIA,ARAGUAíNA,TO,postorubaiyat@hotmail.com,6334141477
461,04519962000102,THAWAN COMERCIO DE COMBUSTIVEIS LTDA,POSTO THAWAN,AVENIDA NEBLINA,21,QD 24-A LT 01,77804060,CENTRO,ARAGUAíNA,TO,,NULL
462,76737618000109,AUTO POSTO RIO PARDO LTDA,,AVENIDA RIO PARDO,559,,85926000,VILA NOVA,TOLEDO,PR,,NULL
463,09013473000106,AUTO POSTO CENTER LTDA.,POSTO CENTER LTDA,RUA ANTONIO MOULIN,777,,87360000,CENTRO,GOIOERê,PR,,4435228456
464,95357364000130,FIAL INDUSTRIA E COMERCIO DE FIOS TEXTEIS LTDA,BARBANTES FIAL,RUA JOSE AYRES DA SILVA,151,CENTRO INDL. FLORENTINO GUBIANI,85903670,COOPAGRO,TOLEDO,PR,rh@fial.com.br,4530557800
465,76284058000176,POSTO TREVO MACEDO COMBUSTIVEIS LTDA,POSTO TREVO,RODOVIA PRT 466,SN,KM 155 E 200,86860000,,JARDIM ALEGRE,PR,POSTOTREVO@REDEMACEDO.COM.BR,4434724166
466,01943825000102,POSTO PIONEER LTDA,POSTO PIONEER LTDA,AVENIDA SANTOS DUMONT,1420,,87360000,PROLONGAMENTO,GOIOERê,PR,,4435223861
467,28183760000109,REDEMACEDO TRANSPORTES LTDA,REDEMACEDO TRANSPORTES,AVENIDA SANTOS DUMONT,1420,SALA 03,87360000,CIDADE ALTA,GOIOERê,PR,contabilidade@redemacedo.com.br,44988236256
468,08750290000100,POSTO UNIVERSITARIO MACEDO LTDA,POSTO UNIVERSITARIO LTDA,RUA SARANDI,5031,ESQUINA COM A PRACA MASCARENHAS DE MORAES,87502090,ZONA III,UMUARAMA,PR,,4436241838
469,08227872000107,POSTO REDE MACEDO E CIA LTDA,POSTO VITORIA LTDA,RODOVIA RODOVIA BR 317,6,,87270000,IVAILANDIA,ENGENHEIRO BELTRãO,PR,bruna_demarchi@outlook.com,4435222807
470,19074638000103,CETEC SERVICOS DE SEGURANCA E VIGILANCIA LTDA,,RUA SAMUEL DAS NEVES,00050,,22770110,PECHINCHA,RIO DE JANEIRO,RJ,contato@cetecseguranca.com.br,2124256118
471,82519430000189,AUTO POSTO AGUA DOCE LTDA,,AVENIDA INDEPENDENCIA,538,,89654000,CENTRO,AGUA DOCE,SC,,4935240184
472,52382355000196,SHALOM ENGENHARIA E CONSTRUCOES BARRETOS LTDA,,RUA 22,2285,,14780080,CENTRO,BARRETOS,SP,shalombarretos@hotmail.com,1733247220
473,76193879000105,AUTO POSTO EROL LTDA,,AVENIDA GOV. MOISES LUPION,499,,84640000,JARDIM ANDREA,BITURUNA,PR,,NULL
474,11798034000190,NAVE DRILL CONSTRUCOES E INCORPORACOES LTDA,NAVE DRILL,RUA EXPEDICIONARIO HOLZ,550,SALA 309,89201740,AMERICA,JOINVILLE,SC,financeiro@navedrill.com.br,4730856794
475,07602682000151,AUTO POSTO VERENKA LTDA.,AUTO POSTO VR,AVENIDA PREFEITO RONIE CARDOSO,2500,,84174105,JARDIM DAS ARAUCARIAS,CASTRO,PR,onix.contabilidade@outlook.com.br,4232334308
476,33258491000124,AUTO POSTO VERENKA 05 LTDA,AUTO POSTO VR,AVENIDA ENGENHEIRO LOURENCO FAORO,5005,,89509830,AEROPORTO,CAçADOR,SC,postoverenka05@hotmail.com,4935630911
477,19225511000130,AUTO POSTO VERENKA 06 LTDA,AUTO POSTO VR,AV MANOEL RIBAS,1151,,84600320,SAO BERNARDO,UNIAO DA VITORIA,PR,postoverenka06@hotmail.com,4235223295
478,25138908000197,AUTO POSTO VERENKA 09 LTDA,AUTO POSTO VR,RODOVIA MUNICIPAL HONORINO MORO,1410,,89510610,ALTO BONITO,CAçADOR,SC,redeverenka.nfe@gmail.com,4935653646
479,12796328000145,MEOTTI MATERIAIS DE CONSTRUCAO LTDA,MEOTTI MATERIAIS DE CONSTRUCAO,R FRANCISCO BARTINIK,1679,,85807550,COQUEIRAL,CASCAVEL,PR,,4532262728
480,13975646000136,COMERCIAL DE ALIMENTOS LJX LTDA,SUPERMERCADO BARBOSA,QUADRA QUADRA 46 CONJUNTO F,S/N,LOTE 44,72746006,VILA SAO JOSE (BRAZLANDIA),BRASILIA,DF,administrativo@superbarbosa.com.br,6134793841
481,12022606000107,BSA VIGILANCIA E PROTECAO LTDA,BSA VIGILANCIA,TRAVESSA TEODOMIRO PEREIRA,00047,,22750350,FREGUESIA (JACAREPAGUA),RIO DE JANEIRO,RJ,eduardo.jorge@bsagroup.com.br,21988825257
482,19089848000167,COMERCIAL DE ALIMENTOS DL LTDA,SUPERMERCADO BARBOSA,QUADRA 02 CONJUNTO K LOTE 03,S/N,SETOR FAZENDINHA,71590000,ITAPOA,BRASíLIA,DF,barbosa4itapoa@hotmail.com,6134794513
483,10309950000156,AUTO POSTO PAGLIOTTO LTDA,AUTO POSTO NOSSA SENHORA APARECIDA,AVENIDA 1,S/N,LOTE 01 QUADRA01,79804000,DISTRITO INDUSTRIAL,DOURADOS,MS,,6734214275
484,34009894000100,BOLSA DE GENEROS ALIMENTICIOS DO ESTADO DO RIO DE JANEIRO,,RUA DA CEVADA,93,MEZANINO,21011080,PENHA,RIO DE JANEIRO,RJ,secretariabgarj@gmail.com,NULL
485,75236117000178,TRANSPORTADORA LAMBERTI LTDA,,AVENIDA RIO GRANDE DO SUL,6764,,85960000,BOA VISTA,MARECHAL CâNDIDO RONDON,PR,contabil@lambertti.com,4532544474
486,10254988000179,VITACICLO S.A. LOGISTICA REVERSA,,RUA ESTRADA GERAL GASPAR ALTO,33,,89111620,GASPAR ALTO,GASPAR,SC,paulo@vitaciclo.com.br,4731520044
487,67727685000143,FERNANDO HENRIQUE THOME DE OLIVEIRA & CIA LTDA,BARRETENSE SUPERMERCADOS - LOJA 1,R NICOMEDES DE O. MAFRA,320,,14781270,JARDIM CALIFORNIA,BARRETOS,SP,nfelj1@barretensesupermercado.com.br,1733246080
488,11377689000194,GABRA TRANSPORTES & LOGISTICA LTDA.,TITON TRANSDPORTES & LOGISTICA,RODOVIA PR 182 KM 15,S/*N,,85770000,VILA NOVA,REALEZA,PR,jorgep@wmail.co0m.br,4635432333
489,20357512000117,G.S. LOGISTICA LTDA,G.S. LOGISTICA,AVENIDA MARCELINO PIRES,1740,SALA 73,79801002,CENTRO,DOURADOS,MS,FINANCEIRO@GSLOGISTICA.NET,6734235259
490,06182393000188,ELIZANDRO EUCLIDES TITON & CIA LTDA,POSTO TITON II,RUA BUTIAZEIRO,844,,85650000,CENTRO,SANTA IZABEL DO OESTE,PR,,NULL
491,72564495000192,TITON DIESEL LTDA.,POSTO TITON IV,"AVENIDA RUBEM CESAR CASELANI, ESQUINA",S/N,,85770000,CENTRO,REALEZA,PR,,NULL
492,08574643000150,PRISMA-BARRETOS ENGENHARIA E CONSTRUCOES LTDA,PRISMA ENGENHARIA E CONSTRUCOES,AV 39 (NUMERACAO COM ZERO A ESQUERDA),090,,14780727,CELINA,BARRETOS,SP,prismabarretos@yahoo.com.br,1731020124
493,11775116000119,LIBERFOS INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA,LIBERFOS,VIA VICINAL LUIZ DONATO,SN,A 1200 METROS,14780001,ZONA RURAL,BARRETOS,SP,atendimento@liberfos.com.br,1733281370
494,21157478000108,ADM TRANSPORTE E LOGISTICA LTDA EM RECUPERACAO JUDICIAL,ADM TRANSPORTE E LOGISTICA,RODOVIA PR 317,S/N,SALA I KM 01,85906310,ZONA RURAL,TOLEDO,PR,evandro@sperafico.com.br,4532778200
495,12603016000178,AUTO POSTO DIAMANTE DO NORTE LTDA.,REDE DE POSTOS RODOFOZ,RODOVIA PR-182,S/N,KM 10 + 400 METROS,87990000,MARGEM DO BAIRRO ARAPONGAS,DIAMANTE DO NORTE,PR,,4434292331
496,07320739000120,ALLPLANT INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA,,AVENIDA MARIO DE OLIVEIRA,800,,14781160,ZUD PEDRO PINTO PAIX,BARRETOS,SP,,NULL
497,68707975000198,CONDOMINIO DO EDIFICIO PALACIO DA BOLSA E ANEXO WALDEMAR PEREIRA VELLOSO,,RUA DO ARROZ 90,90,ANEXO RUA DA CEVADA 93,21011900,PENHA CIRCULAR,RIO DE JANEIRO,RJ,palaciodabolsa@hotmail.com,2125849291
498,04066103000105,S&A COMERCIO DE IRRIGACAO LTDA ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,03744291000110,SPOKER ESCAPAMENTOS LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
500,05817752000163,AUTO POSTO COIMBRA LTDA,AUTO POSTO COIMBRA,AVENIDA 13 DE MAIO,S/N,QD 49 LOTES 02 A 05,68521000,SETOR NOVA VIDA,BREJO GRANDE DO ARAGUAIA,PA,,NULL
501,36990794000125,AUTO POSTO COIMBRA LTDA TO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
502,00404539000106,COMBUSTIVEIS CADIESEL LTDA,CADIESEL,RODOVIA BR 163,S/N,QUADRA06 LOTE P/ 01,79804970,NUCLEO COLONIAL DE DOURADOS,DOURADOS,MS,POSTOBR163@GMAIL.COM,67999882820
503,04638928000157,COMERCIAL VAREJISTA DE ALIMENTOS BARRETOS LTDA,,AVENIDA OLIMPIA,521,,14780450,MARILIA,BARRETOS,SP,minare.vendas@gmail.com,1733227400
504,77417814000150,METALURGICA IGUACU DE MEDIANEIRA LTDA ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
505,08820233000142,CONSTRUMAQ PAVIMENTACOES LTDA,,"RODOVIA PR 182, KM 6,9",S/N,,85926850,BOA VISTA,TOLEDO,PR,contabil@grupocontrumaq.com.br,4530568800
506,04692369000163,TRANS-BACKES LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
507,86548682000197,MADEIREIRA SALTO VELOSO LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
508,03024846000150,CHARLES REINOLDO PECH EIRELI ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
509,04330304000178,SC TRANSPORTES LTDA,SOCORRO CARVALHO TRANSPORTES,AVENIDA DJALMA BATISTA,1719,PAVMTO14 SALA 1408B EDIF ATLANTIC,69050010,CHAPADA,MANAUS,AM,henriques@socorrocarvalho.com.br,92988551412
510,46706313001485,TECIDOS JOIA LTDA,TECIDOS JOIA LTDA,RUA 20,761,ANDAR 1 SALA 02,14780070,CENTRO,BARRETOS,SP,contabilidade@grupojoia.com.br,1733211835
511,59417147000124,SUPERMERCADOS PASSADOR LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
512,03809067000160,BIANCO TRANSPORTES LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
513,76465590000190,AUTO POSTO SUL LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
514,04838119000199,B C R TRANSPORTES LTDA,,AVENIDA PRESIDENTE KENNEDY,914,SALA 03,85660000,CENTRO SUL,DOIS VIZINHOS,PR,,4635361439
515,09461639000149,GUERRO & PAGNUSSAT LTDA,NO PONTO SUPERMERCADO,AVENIDA MANOEL RIBAS,2145,,85580000,GUARANI,ITAPEJARA D'OESTE,PR,nopontosupermercado@hotmail.com,4635262378
516,28019788000105,POSTO QUINTA RONDINHA LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
517,02375643000145,PAGNUSSAT COMERCIO DE COMBUSTIVEIS LTDA,NO PONTO AUTO POSTO,AVENIDA MANOEL RIBAS,5,,85580000,INDUSTRIAL,ITAPEJARA D'OESTE,PR,,4635261443
518,10568288000159,PRODUSOL - COMERCIO DE PRODUTOS AGRICOLAS LTDA,,RUA URANO,140,QUADRA58 LOTE 01,87265000,CENTRO,QUINTA DO SOL,PR,agroromero12@hotmail.com,4435671244
519,09448028000160,FERREIRA & VASCONCELOS LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
520,09404971000171,POSTO DE COMBUSTIVEIS RIACHAO LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
521,75804377000100,POSTO QUINTA CIDADE LTDA,POSTO QUINTA CIDADE,RODOVIA BR-277,2286,KM 22,83606040,FERRARI,CAMPO LARGO,PR,rossoni@rnicontabilidade.com.br,4130324030
522,11804319000196,AUTO POSTO DE COMBUSTIVEIS LITORAL NORTE LTDA ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
523,30801125000181,TOK CLEAN INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA,TOK CLEAN,R ARNALDO ASSIS DE MEDEIROS,SN,********,58704760,NOVO HORIZONTE,PATOS,PB,CONTABILIDADE@QUASARQUIMICA.COM.BR,87999870139
524,07063185000122,COUTINHO E COUTINHO LTDA,POSTO SAO JOSE,AV CRUZ DAS ARMAS,3133,,58085000,CRUZ DAS ARMAS,JOAO PESSOA,PB,,NULL
525,28633737000160,EXPRESSAO TORRE COMERCIO DE COMBUSTIVEIS LTDA,REDE EXPRESSAO,AVENIDA NOSSA SENHORA DE FATIMA,1749,,58040380,TORRE,JOAO PESSOA,PB,redeexpressao@gmail.com,83999921079
526,02561589000122,POSTO EXPRESSAO - COMBUSTIVEIS E CONVENIENCIAS LTDA,POSTO EXPRESSAO,AVENIDA PRESIDENTE AFONSO PENA,242,LOJA 101,58035030,BESSA,JOãO PESSOA,PB,cm.consultoria2012@gmail.com,8330315007
527,41219130000105,PB LUB COMERCIO E REPRESENTACOES LTDA,PB LUB LTDA,AVENIDA LIBERDADE,1232,1268 - B / SALA 02,58306000,SAO BENTO,BAYEUX,PB,,NULL
528,31519910000109,EXPRESSAO TAMBAU COMERCIO DE COMBUSTIVEIS LTDA,REDE EXPRESSAO,AVENIDA SENADOR RUY CARNEIRO,647,SALA 101,58039181,TAMBAU,JOãO PESSOA,PB,cm.consultoria2012@gmail.com,8332451500
529,08429323000107,ENEROIL BEIRA RIO COMERCIO DE COMBUSTIVEIS LTDA,POSTO EXPRESSAO BEIRA RIO,AVENIDA DUARTE DA SILVEIRA,1028,SALA 02,58040280,TORRE,JOAO PESSOA,PB,,8330484243
530,03623191000136,SOUZA & MIRANDA LTDA,POSTO MIRANDA,AVENIDA MARECHAL DEODORO,5712,,79097000,COOPHAVILA II,CAMPO GRANDE,MS,,6730296091
531,35748841000166,AUTO POSTO BELO HORIZONTE LTDA,POSTO MIRANDA II,AVENIDA MANOEL JOAQUIM DE MORAES,742,,79092494,VILA JUSSARA,CAMPO GRANDE,MS,confisca_domingos@terra.com.br,67992568146
532,09425566000130,VANESSA RAMOS DA QUINTA,,"RODOVIA BR 277, KM 123 CURITIBA PONTA GROSSA",S/N,LOJA 01,83605420,JARDIM BELA VISTA,CAMPO LARGO,PR,orgkuster@terra.com.br,4133931691
533,00079728000150,AUTO POSTO TEXANO I SHOPPING CENTER LTDA,AUTO POSTO QUINTA,"RODOVIA BR 277 KM 123, CURITIBA/PONTA GROSSA",S/N,,83605420,JARDIM BELA VISTA,CAMPO LARGO,PR,contato@grupoquinta.com.br,4133923011
534,44790251000192,COMERCIAL ESTEVES LTDA,NULL,R 30,048,,14780615,CENTRO,BARRETOS,SP,,NULL
535,14676358000143,ASSOCIACAO PLUS EDUCACIONAL E CULTURAL-APEC,APEC,RUA ARGENTINA,1440,SALA: A;,14783192,AMERICA,BARRETOS,SP,agrellicontabilidade@hotmail.com,1733223777
536,17609308000131,PANDOLFI COMBUSTIVEIS LTDA,POSTO PANDOLFI,RUA BENJAMIN PERETTO,3040,,85660000,JARDIM CONCORDIA,DOIS VIZINHOS,PR,postodv@pandolficombustiveis.com.br,4635441427
537,77817583000172,POSTO DE GASOLINA BEIRA RIO LTDA,NULL,AV CRISTO REI,90,********,85602010,CRISTO REI,FRANCISCO BELTRAO,PR,,NULL
538,01823580000180,COBRAZEM AGROINDUSTRIAL LTDA EM RECUPERACAO JUDICIAL,COBRAZEM AGROINDUSTRIAL LTDA,RODOVIA PR 317 KM 01,SN,SALA B,85906310,ZONA RURAL,TOLEDO,PR,sperafico@sperafico.com.br,NULL
539,24973927000176,SPERAFICO DA AMAZONIA SA EM RECUPERACAO JUDICIAL,SPERAFICO DA AMAZONIA,ROD ROD DOS IMIGRANTES,S/N,"KM 2,3",78098325,DISTRITO INDUSTRIAL,CUIABA,MT,cesarbosco@sperafico.com.br,6533169800
540,08710435000131,POSTO COMETA SL LTDA,COMETA SL,TRAVESSA BENO ERBES,2520,LOTEAM LUIS ALLIEVI,89990000,CRUZEIRO,SãO LOURENçO DO OESTE,SC,COMETASL@POSTOSCOMETA.COM.BR,4933443561
541,22163441000147,MG SERVICE GESTAO DE PESSOAS E SERVICOS LTDA,MG SERVICE,QUADRA QUADRA 204,2,SALA 246 EDIF ALFA MIX,71939540,SUL (AGUAS CLARAS),BRASILIA,DF,mgservice.gestao@gmail.com,6134531830
542,12369482000130,POSTO COMETA MG LTDA,POSTO COMETA MANGUEIRINHA,AVENIDA IGUACU,309,,85540000,CENTRO,MANGUEIRINHA,PR,mg2@postoscometa.com.br,4632432286
543,03296030000185,POSTO COMETA MB LTDA,POSTO COMETA MB,ESTRADA RODOVIA BR 373 KM 448,SN,,85560000,ROD BR 373,CHOPINZINHO,PR,mb@postoscometa.com.br,4632423534
544,16650219000176,POSTO COMETA BR LTDA,POSTO BOM RETIRO,RODOVIA BR 158 KM 508,7170,,85501970,BOM RETIRO,PATO BRANCO,PR,bomretiro@postoscometa.com.br,4635501313
545,75615542000178,AUTO POSTO COMETA LTDA,POSTO COMETA,AVENIDA GENEROSO MARQUES,807,,85550000,CENTRO,CORONEL VIVIDA,PR,,NULL
546,04615518000190,N. L. HARDT & CIA. LTDA.,TRANSPORTES VINICIUS,RODOVIA BR 163,S/N,KM 282 BOX 01,85960000,LOTE RURAL 47,MARECHAL CANDIDO RONDON,PR,escomar@escomar.com.br,4520315497
547,27229044000144,M. L. BASSETTO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,,RODOVIA BR 373 KM 248,SN,SALA A,85140000,PAZ,CANDóI,PR,ml@postoscometa.com.br,4632321487
548,75637876000142,DISTRIBUIDORA DE COMBUSTIVEIS BASSETTO LTDA.,,AVENIDA GENEROSO MARQUES,819,,85550000,CENTRO,CORONEL VIVIDA,PR,,4632321648
549,59567396000104,TREVAO HOME CENTER LTDA,TREVAO HOME CENTER,AVENIDA MACONS,250,,14783167,JARDIM SILVIA,BARRETOS,SP,evagaz@uol.com.br,1733215533
550,05665578000180,AUTO POSTO SAO VALENTIN LTDA,AUTO POSTO SAO VALENTIN LTDA,DISTRITO PRESIDENTE JUSCELINO,S/N,POSTO,89990000,ZONA RURAL,SAO LOURENCO DO OESTE,SC,,4936540102
551,72923329000135,BAVEP-BARRETOS VEICULOS E PECAS LIMITADA,BAVEP,AVENIDA PEDRO VICENTINI,90,,14785000,AMERICA,BARRETOS,SP,,1733213100
552,86224193000180,COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,NOSSO POSTO,RUA ERNESTO BEUTER,935,,89990000,BRASILIA,SãO LOURENçO DO OESTE,SC,,NULL
553,04562773000112,WALDEMIRO P LUSTOZA E CIA LTDA,,AV PADRE AGOSTINHO CABALLERO MARTIN,23,,69027020,SAO RAIMUNDO,MANAUS,AM,evaldo@wpl.com.br,9236714166
554,30554290000186,PETROCASACORDEIRO COMERCIO DE COMBUSTIVEIS LTDA,POSTO CORDEIRO III,AVENIDA AUTAZ MIRIM,10370,QUADRA35,69088245,JORGE TEIXEIRA,MANAUS,AM,evelyn.manaus@gmail.com,92981914774
555,09107026000108,JIR COMERCIO DERIVADOS DE PETROLEO E CONSTRUCAO CIVIL LTDA,JIR COMERCIO,AVENIDA LAGUNA,3,QD.204,69038010,LIRIO DO VALE,MANAUS,AM,regina-holanda@bol.com.br,9233426422
556,19247804000118,TOPAZIO COMERCIO DE PETROLEO LTDA,POSTO CORDEIRO II,RUA UREQUEMA,15,QUADRAETAPA 01,69090180,CIDADE NOVA,MANAUS,AM,carlos@mcdcarvalho.com,9236634806
557,05338024000179,GENESY - VIGILANCIA E SEGURANCA PATRIMONIAL LTDA,GENESY,RUA TENENTE FRANCISCO FERREIRA DE SOUZA,3988,,81670010,BOQUEIRAO,CURITIBA,PR,genesy.seg@hotmail.com,4130422326
558,04303081000150,PANDOLFI MADEIRAS LTDA,,NULL PR 471 KM 01,S/N,,85630000,PARQUE INDUSTRIAL,ENéAS MARQUES,PR,,NULL
559,7054845000162,T.K. CONSTRUTORA E INCORPORADORA LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
560,08944782000129,CARRAO AUTO POSTO LTDA,POSTO 3,AVENIDA PRESIDENTE CASTELO BRANCO,924,,78390000,CENTRO,BARRA DO BUGRES,MT,jeanposto3@gmail.com,65984778590
561,21877935000120,MUCURIPE LOGISTICA E TRANSPORTES DE CARGAS LTDA,MUCURIPE TRANSPORTES,AV BURITI,2975,,69075000,DISTRITO INDUSTRIAL I,MANAUS,AM,fiscal@grupomucuripe.com.br,9221210800
562,84110394000120,MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,POSTO ANAVILHANAS,AV BURITI,2975,,69075000,DISTRIT INDUSTRIAL I,MANAUS,AM,fiscal@mcombustiveis.com.br,92982529000
563,04564156000156,LUCIVANI LORENZATTO GASPARI & CIA LTDA,POSTO GASPARI,"RODOVIA SC 157, KM 55",S/N,,89850000,INDUSTRIAL,QUILOMBO,SC,,4933463175
564,14319598000190,"RP LIQUIDO - COMERCIO, LOGISTICA, SERVICOS E TRANSPORTES LTDA","RP LIQUIDO - COMERCIO, LOGISTICA, SERVICOS E TRANSPORTE",ROD ALEXANDRE BALBO,S/N,"KM 328 823,002 M",14057800,ENGENHEIRO CARLOS DE LACERDA CHAVES,RIBEIRAO PRETO,SP,juliana@rpliquido.com.br,1638776888
565,17193429000145,AUTO POSTO ROSSONI & LONGO LTDA,AUTO POSTO SAO FRANCISCO,RUA TIRADENTES,710,SALA 02,89990000,SAO FRANCISCO,SAO LOURENCO DO OESTE,SC,supersaofrancisco@gmail.com,4933440794
566,16923317000130,POSTO MIRANTE ARARAQUARA LTDA,POSTO MIRANTE ARARAQUARA,AVENIDA MARIA ANTONIA CAMARGO DE OLIVEIRA,150,,14807120,VILA SUCONASA,ARARAQUARA,SP,andrequip1@hotmail.com,19993515592
567,26037924000237,FORMOSA COMERCIO DE COMBUSTIVEIS LTDA,POSTO CORDEIRO IV,AV NATHAN XAVIER DE ALBUQUERQUE,1,,69098125,NOVO ALEIXO,MANAUS,AM,,9235829900
568,15503894000100,A LUIZ SOARES VIEIRA EIRELI,POSTO SENA,AV MUNIZ FALCAO,872,,57045000,BARRO DURO,MACEIO,AL,,8232235013
569,81449654000107,POSTO COMETA HS LTDA,POSTO HONORIO SERPA,AVENIDA XVI DE NOVEMBRO,823,,85548000,CENTRO,HONóRIO SERPA,PR,,4632451134
570,01494849000121,DOVAL COMBUSTIVEIS E TRANSPORTES LTDA,NULL,RODOVIA BR 158/280,SN,,85520000,ROD,VITORINO,PR,,NULL
571,33137614000179,POSTO MIRANTE CASTELO LTDA,NULL,R JORDAO FAVERO,126,********,14095060,PARQUE INDUSTRIAL LAGOINHA,RIBEIRAO PRETO,SP,FERNANDO@ABIBADVOGADOS.COM.BR,1634034927
572,05156931000105,BAGGIO COMERCIO DE COMBUSTIVEIS LTDA,,R CORONEL BERTASO,1460,SALA,89980000,CENTRO,CAMPO ERE,SC,,NULL
573,28893254000103,POSTO MIRANTE SAO CARLOS LTDA,,AVENIDA SAO CARLOS,888,,13560010,CENTRO,SãO CARLOS,SP,andrequip1@hotmail.com,19993515592
574,16823150000135,AEROINTER AUTO POSTO LTDA,,AVENIDA BRASIL,1190,,14075030,VILA ELISA,RIBEIRAO PRETO,SP,andrequip1@hotmail.com,19993515592
575,16880484000140,POSTO MIRANTE VIA NORTE LTDA,NULL,R RIO XINGU,95,********,14060240,VILA ALBERTINA,RIBEIRAO PRETO,SP,POSTOMIRANTENORTE@GMAIL.COM,1639694826
